CONUS10k,Tree_TCA,Tree_CONNECT_,Tree_CLUMPY,Tree_NDCA,Water_CLUMPY,Water_CA,Developed_CA
85389,7.56,8.122,0.4831,32.0,0.5842,34.38,57.78
85390,13.41,5.8468,0.484,24.0,0.5855,72.99,58.5
85391,4.14,5.7642,0.4289,24.0,0.5824,66.69,157.68
85392,2.79,9.7412,0.4735,11.0,0.4742,19.53,44.19
85393,0.18,3.6984,0.3036,1.0,0.8333,0.81,NA
85394,6.12,6.3992000000000004,0.4946,21.0,0.7244,58.68,NA
85395,12.51,4.2914,0.5365,29.0,0.7335,96.75,NA
85396,8.64,4.2664,0.4646,25.0,0.7746,107.28,NA
85397,0.72,1.7387,0.303,2.0,0.6153,57.24,30.6
85398,0.0,1.8386,0.2595,0.0,0.4471,20.97,NA
85399,5.04,5.0869,0.4649,23.0,0.5117,22.5,NA
85400,10.26,4.0544,0.4308,18.0,0.5374,80.37,52.47
85401,0.0,5.3365,0.1819,0.0,0.5471,26.28,NA
85402,2.07,2.261,0.335,10.0,0.5669,67.23,NA
85403,30.42,1.6371,0.4592,47.0,0.7795,398.07,0.27
85404,9.27,1.3324,0.3333,42.0,0.5746,125.73,35.37
85405,3.78,1.3649,0.3139,9.0,0.8457,392.31,2.7
85406,1.62,2.1157,0.3305,6.0,0.6412,37.35,187.92
85407,8.46,1.9634,0.43120000000000003,24.0,0.6641,39.69,202.68
85408,24.93,1.5945,0.5505,51.0,0.8285,77.49,105.48
85409,44.64,1.9286,0.5782,97.0,0.5995,13.5,103.5
85410,24.84,1.7459,0.506,63.0,0.723,18.72,224.55
85411,19.62,1.5576,0.5118,44.0,0.7203,8.1,252.99
85412,306.63,1.3448,0.667,190.0,0.7269,80.28,231.66
85413,293.22,1.4883,0.6777,196.0,0.7544,182.52,295.47
85414,122.4,1.4687,0.6465,150.0,0.7633,171.45,325.08
85415,259.92,1.4697,0.7024,158.0,0.7719,171.36,213.21
85416,70.11,1.2536,0.6137,108.0,0.7151,26.28,214.29
85417,108.36,1.0926,0.6198,160.0,0.678,46.44,1135.62
85418,90.9,1.0825,0.604,191.0,0.6899,17.73,486.36
85419,35.91,1.1715,0.5762,123.0,0.7091,13.05,243.81
85420,26.91,1.3452,0.5694,81.0,0.8159,8.73,203.58
85421,10.89,1.1841,0.5599,47.0,0.7477,12.33,237.06
85422,5.4,0.8989,0.5635,29.0,0.5312,1.89,255.42
85423,8.28,1.861,0.483,23.0,0.6531,74.88,442.98
85424,14.49,1.4664,0.5317,38.0,0.6737,41.4,253.89
85425,134.37,1.7209,0.6869,83.0,0.5554,2.52,347.76
85426,1056.24,1.6099,0.7963,214.0,0.8963,104.85,358.2
85427,239.4,1.9809,0.6705,168.0,0.8818,268.2,446.22
85826,164.88,1.93,0.7415,55.0,0.6844,122.58,475.56
85827,55.44,2.0474,0.6199,66.0,0.6955,177.66,568.35
85828,102.6,2.2287,0.663,88.0,0.73,83.25,684.81
85829,9.18,2.8063,0.5234,16.0,0.9455,227.43,393.84
85830,45.72,3.4354,0.6958,26.0,0.9758,840.24,332.55
85831,0.0,12.8655,0.4102,0.0,NA,NA,92.7
85832,0.0,6.8421,0.17,0.0,NA,NA,157.23
85833,0.09,4.4444,0.3719,1.0,NA,0.09,26.55
85834,0.0,6.5217,0.3134,0.0,-1.0,0.36,120.78
85835,0.0,9.4203,0.2372,0.0,0.4999,2.25,149.94
85836,1.08,7.2055,0.4303,6.0,0.8329,92.34,65.52
85837,0.18,29.1667,0.3146,1.0,0.8471,337.59,1.89
85838,0.0,4.5752,0.0321,0.0,0.8135,359.37,NA
85839,0.09,4.9611,0.2849,1.0,0.8726,1305.81,90.99
85840,0.0,7.3593,0.2532,0.0,0.8249,269.1,121.05
85841,0.0,0.0,0.375,0.0,0.866,181.53,105.57
85842,0.0,10.4575,0.3075,0.0,0.8813,153.09,98.91
85843,0.0,12.8571,0.3224,0.0,0.8622,58.86,69.57
85844,11.7,2.9614,0.5103,14.0,0.859,100.71,50.4
85845,5.94,2.573,0.4282,23.0,0.9155,235.44,48.24
85846,4.5,2.2328,0.4272,19.0,0.9078,106.65,82.89
85847,5.13,3.372,0.4462,11.0,0.8668,98.19,85.5
85848,0.99,4.5587,0.3706,3.0,0.6578,11.7,81.54
85849,45.27,5.3488,0.6508,58.0,0.4444,1.17,77.94
85850,45.54,6.7176,0.665,36.0,0.3811,16.29,191.88
85851,23.85,7.2638,0.599,46.0,0.4748,38.88,36.72
85852,1.08,14.4366,0.3958,8.0,0.609,30.06,3.6
85853,0.0,38.0952,0.4399,0.0,NA,NA,NA
85854,0.18,11.1111,0.3905,1.0,NA,NA,11.43
85855,0.54,8.805,0.414,5.0,0.4444,1.62,29.88
85856,9.99,5.8264,0.519,14.0,0.785,71.28,NA
85857,8.28,6.7189,0.4888,22.0,0.716,61.38,NA
85858,14.13,4.5204,0.531,24.0,0.4461,5.76,NA
85859,0.99,2.0352,0.4403,4.0,0.8517,395.28,NA
85860,10.53,1.6191,0.4546,13.0,0.7876,166.14,45.99
85861,27.18,4.146,0.5682,66.0,0.5272,46.44,NA
85862,16.2,3.539,0.489,46.0,0.6468,106.11,NA
85863,2.07,2.9235,0.4154,11.0,0.5598,28.89,33.3
85864,3.6,2.4568,0.3846,3.0,0.651,53.28,NA
85865,1.08,2.5023,0.3475,5.0,0.4567,9.9,NA
85866,5.76,1.6463,0.3727,14.0,0.6471,91.17,NA
85867,24.21,1.8625,0.6025,4.0,0.8463,300.15,51.12
85868,4.23,1.4912,0.3435,19.0,0.7358,170.46,31.77
85869,12.15,1.4227,0.4332,21.0,0.5801,17.73,150.21
85870,53.28,1.2803,0.5461,79.0,0.7077,23.4,216.72
85871,49.32,1.9021,0.5853,89.0,0.9058,68.4,150.21
85872,29.25,1.4492,0.5645,37.0,0.8158,10.53,189.63
85873,61.38,1.2112,0.5759,59.0,0.7281,25.92,229.68
85874,292.14,1.6169,0.6789,184.0,0.6487,152.55,289.89
85875,381.06,1.3148,0.659,249.0,0.7084,115.02,488.43
85876,39.6,1.3981,0.6165,76.0,0.6719,30.42,219.15
85877,24.03,1.4119,0.5984,55.0,0.7206,12.69,174.6
85878,44.28,1.3501,0.5977,92.0,0.7178,23.22,225.18
85879,56.88,1.2631,0.5794,134.0,0.9504,369.09,410.04
85880,61.02,1.2593,0.6303,96.0,0.7069,7.11,299.7
85881,23.85,1.1027,0.5836,83.0,0.6603,16.65,217.89
85882,7.65,1.0497,0.5106,37.0,0.635,8.55,318.87
85883,11.07,1.3767,0.5254,45.0,0.6427,4.41,224.64
85884,6.93,1.1056,0.5441,34.0,NA,NA,244.26
85885,6.57,1.5566,0.5083,27.0,0.6162,41.49,254.25
85886,18.18,1.459,0.5185,52.0,0.6438,38.16,311.76
85887,43.65,1.3177,0.5909,90.0,0.644,7.56,255.42
85888,391.68,1.3257,0.7171,194.0,0.6046,18.18,419.58
85889,2056.14,2.3082,0.8663,168.0,0.9015,277.65,282.87
86289,108.27,3.1776,0.7081,56.0,0.6777,51.84,369.0
86290,5.4,2.7397,0.5395,7.0,0.8571,0.54,365.67
86291,4.68,3.7374,0.5082,17.0,0.7679,21.6,274.14
86292,0.27,10.4575,0.4344,2.0,NA,NA,157.41
86293,0.0,0.0,0.25,0.0,0.75,0.36,32.13
86294,0.0,19.0476,0.4116,0.0,NA,NA,22.77
86295,0.27,7.6104,0.286,2.0,0.8707,55.08,111.42
86296,0.54,4.2339,0.4474,3.0,1.0,0.18,150.3
86297,0.09,3.9894,0.3463,1.0,0.25,0.36,231.84
86298,0.72,5.0725,0.347,2.0,0.3282,15.84,1192.68
86299,0.27,4.8218,0.3474,1.0,0.9021,50.67,649.08
86300,0.09,21.5686,0.4071,1.0,0.8469,256.68,114.39
86301,0.0,3.9057,0.2179,0.0,0.8189,610.56,93.33
86302,0.81,4.6003,0.3277,2.0,0.8481,795.78,55.98
86303,0.09,6.4935,0.3445,1.0,0.8975,800.19,7.83
86304,0.0,11.1111,0.2726,0.0,0.8831,352.35,38.61
86305,0.0,0.0,NA,0.0,0.726,29.34,NA
86306,0.0,12.8788,0.2678,0.0,0.7902,49.32,NA
86307,0.99,3.4881,0.3109,5.0,0.93,724.41,NA
86308,20.07,2.3936,0.5831,20.0,0.8517,37.17,38.61
86309,0.72,3.6272,0.3102,2.0,0.9205,159.66,NA
86310,1.17,5.6929,0.3909,11.0,0.8764,8.55,NA
86311,0.45,5.3999,0.3217,4.0,NA,NA,NA
86312,7.38,7.5644,0.5227,18.0,0.2499,1.44,NA
86313,0.09,0.0,0.5333,1.0,0.7407,1.62,34.2
86314,0.0,66.6667,-1.0,0.0,1.0,0.18,NA
86315,0.0,20.0,0.0999,0.0,0.7124,8.73,NA
86316,0.0,7.1429,0.0768,0.0,0.9159,85.32,NA
86317,0.18,3.8095,0.4709,2.0,0.7626,84.42,NA
86318,6.12,4.6222,0.4866,25.0,0.7049,64.44,41.94
86319,8.82,6.0823,0.474,23.0,0.7571,75.6,NA
86320,7.02,3.9897,0.5274,20.0,0.4538,12.96,NA
86321,0.54,3.3414,0.2917,3.0,0.8588,296.73,NA
86322,1.98,3.505,0.3729,11.0,0.8223,385.2,NA
86323,14.85,4.1868,0.5216,55.0,0.5506,62.64,35.28
86324,5.4,3.5759,0.458,7.0,0.6429,123.3,NA
86325,1.08,3.3601,0.3345,7.0,0.7677,100.26,NA
86326,0.36,2.374,0.2444,3.0,0.6121,33.3,34.29
86327,0.63,2.4642,0.3353,3.0,0.8173,83.7,NA
86328,6.03,3.1878,0.4099,10.0,0.7876,182.07,NA
86329,19.98,2.222,0.5367,22.0,0.6504,59.58,NA
86330,4.95,1.6966,0.3949,24.0,0.7837,71.73,22.23
86331,27.9,1.47,0.463,73.0,0.6078,42.66,77.85
86332,54.36,1.253,0.5487,86.0,0.628,15.39,254.97
86333,78.39,1.7398,0.5822,88.0,0.698,37.44,154.8
86334,49.77,2.4948,0.611,70.0,0.5193,31.95,55.89
86335,93.06,2.799,0.6416,103.0,0.5826,115.92,83.52
86336,290.52,1.4466,0.6801,177.0,0.6816,153.27,319.5
86337,18.72,1.1762,0.5372,51.0,0.7312,6.84,234.45
86338,32.85,1.1227,0.564,77.0,0.8421,14.58,264.33
86339,21.78,1.0971,0.5429,64.0,0.5754,49.41,202.5
86340,35.64,1.0925,0.5488,91.0,0.5361,23.85,211.5
86341,32.4,1.2257,0.5424,85.0,0.5545,17.55,262.44
86342,25.47,1.6191,0.5411,81.0,0.6983,30.24,287.19
86343,12.24,1.2429,0.5467,43.0,0.811,21.96,251.73
86344,7.02,1.074,0.5361,33.0,0.7112,5.04,224.46
86345,6.21,1.3168,0.5181,28.0,0.5824,6.48,288.0
86346,12.15,1.7831,0.5116,51.0,0.6938,6.84,525.78
86347,17.01,1.1699,0.5384,77.0,0.923,15.21,410.76
86348,5.85,1.4948,0.4499,32.0,0.6995,83.07,383.67
86349,3.69,1.36,0.4549,23.0,0.6382,6.66,392.31
86350,274.86,1.3777,0.7344,108.0,0.6589,6.75,231.12
86351,1864.53,1.623,0.8055,282.0,0.7029,27.09,455.85
86352,1942.47,2.3459,0.8681,131.0,0.8892,483.84,426.51
86752,1.26,4.9412,0.482,8.0,NA,NA,320.13
86753,0.0,30.0,0.1428,0.0,NA,NA,99.99
86754,0.0,9.0909,0.1851,0.0,NA,NA,68.85
86755,0.0,0.0,0.2999,0.0,NA,NA,64.98
86756,0.36,32.0346,0.3536,1.0,NA,NA,18.72
86757,0.36,6.333,0.321,3.0,0.6689,12.24,124.83
86758,0.0,12.2924,0.1915,0.0,-1.0,0.72,129.15
86759,0.18,3.871,0.358,2.0,0.7143,0.54,207.63
86760,0.0,2.8226,0.3503,0.0,0.4705,1.08,267.12
86761,0.09,3.8655,0.4751,1.0,-1.0,1.08,385.65
86762,0.18,4.4444,0.3561,1.0,0.3034,3.06,271.08
86763,0.09,14.6199,0.3997,1.0,0.8924,120.6,43.74
86764,0.0,2.5974,0.1708,0.0,0.8542,907.74,NA
86765,0.0,6.4516,0.092,0.0,0.8401,468.99,43.2
86766,0.0,4.5584,0.2192,0.0,0.8672,502.92,NA
86767,0.0,6.4327,0.1858,0.0,0.9054,351.09,41.22
86768,0.0,21.9048,0.2776,0.0,0.9258,35.28,NA
86769,1.35,2.3032,0.3368,6.0,0.9238,696.24,NA
86770,16.56,3.1871,0.5835,19.0,0.8723,462.24,NA
86771,2.52,6.7555,0.4277,5.0,0.7472,38.16,38.07
86772,0.18,4.2681,0.3016,2.0,0.8814,172.26,NA
86773,0.18,3.7752,0.2193,1.0,0.7508,39.06,NA
86774,0.63,5.0044,0.3566,5.0,0.8795,76.41,NA
86775,0.0,3.7037,0.3415,0.0,0.342,2.16,NA
86776,0.36,15.5556,0.588,2.0,-1.0,0.27,6.12
86777,0.0,20.0,-1.0,0.0,0.8556,42.66,35.37
86778,0.0,25.641,0.1723,0.0,0.8281,128.88,NA
86779,0.54,3.9669,0.3058,1.0,0.9238,206.28,NA
86780,1.26,3.6884,0.293,6.0,0.777,199.26,NA
86781,5.04,4.182,0.437,12.0,0.776,131.31,40.41
86782,7.38,3.8905,0.4564,26.0,0.601,47.79,NA
86783,5.67,10.5789,0.4933,14.0,0.605,44.37,NA
86784,0.27,2.2444,0.2306,2.0,0.9065,905.4,NA
86785,2.07,2.7178,0.3236,11.0,0.8091,266.4,NA
86786,0.09,2.4158,0.233,1.0,0.6987,164.25,33.12
86787,0.0,2.3415,0.1907,0.0,0.8523,515.16,NA
86788,9.0,4.6027,0.5037,6.0,0.8213,514.53,NA
86789,3.24,2.2414,0.436,17.0,0.8503,520.83,34.56
86790,14.31,1.9983,0.5012,27.0,0.8474,373.23,NA
86791,1.62,2.0423,0.3087,3.0,0.8848,236.7,NA
86792,5.76,2.5703,0.423,25.0,0.8491,190.53,NA
86793,17.37,2.4058,0.4905,56.0,0.867,86.04,NA
86794,29.79,2.0235,0.477,80.0,0.6993,27.54,35.1
86795,33.84,3.2275,0.5552,56.0,0.5814,15.75,10.26
86796,43.11,2.7241,0.5891,42.0,0.6352,14.76,65.07
86797,30.87,1.7169,0.4939,71.0,0.5497,34.29,134.55
86798,116.64,1.7672,0.634,120.0,0.5376,71.28,255.96
86799,13.05,1.0607,0.4977,42.0,0.5506,3.69,304.29
86800,108.9,1.4906,0.6309,75.0,0.8445,33.12,264.87
86801,111.78,1.3875,0.6211,88.0,0.693,11.16,268.38
86802,13.14,1.1338,0.5193,40.0,0.6245,12.24,305.1
86803,18.09,1.2544,0.5254,53.0,0.6448,36.81,427.05
86804,10.8,1.1562,0.5112,47.0,0.6044,13.77,280.89
86805,6.12,1.6907,0.4814,31.0,0.7719,18.9,385.65
86806,8.64,1.2992,0.5243,38.0,0.5538,16.92,317.43
86807,5.4,1.9408,0.5023,28.0,0.6198,10.35,383.94
86808,2.43,1.3268,0.4825,13.0,0.7241,3.15,238.86
86809,3.33,1.2928,0.4973,21.0,0.8,1.26,266.4
86810,5.04,1.4809,0.4649,27.0,0.5367,8.19,265.32
86811,16.11,1.068,0.5599,49.0,0.68,7.47,265.14
86812,67.77,1.4648,0.6068,93.0,0.6324,7.47,249.21
86813,275.94,1.3458,0.6629,231.0,0.6087,10.89,304.74
86814,526.5,2.0502,0.8003,132.0,0.8838,200.7,380.79
86815,136.62,1.6695,0.6159,141.0,0.897,245.7,895.68
87215,0.0,23.8095,0.1999,0.0,0.9,0.72,116.37
87216,0.0,32.1429,0.4411,0.0,NA,NA,NA
87217,0.0,4.7368,0.2613,0.0,NA,NA,44.01
87218,0.54,48.8889,0.5506,1.0,NA,NA,40.86
87219,0.0,4.4444,0.4229,0.0,NA,NA,7.83
87220,0.0,10.6061,0.0999,0.0,NA,NA,101.88
87221,0.0,4.2553,0.2435,0.0,0.375,0.63,159.03
87222,0.18,5.1871,0.3478,1.0,0.9,0.72,266.58
87223,0.09,3.6364,0.2693,1.0,-1.0,0.27,324.27
87224,0.45,4.5918,0.3586,3.0,0.5599,2.79,277.65
87225,15.3,2.4143,0.5154,28.0,0.5382,15.66,287.1
87226,6.3,12.8205,0.6082,13.0,0.9407,134.28,38.34
87227,0.0,5.2381,0.0973,0.0,0.8847,494.28,NA
87228,0.0,5.0891,0.219,0.0,0.909,1237.14,39.87
87229,0.0,0.0,0.1999,0.0,0.823,208.17,NA
87230,0.0,4.7368,0.0738,0.0,0.9312,29.88,44.91
87231,0.27,4.3434,0.2813,1.0,0.89,279.81,NA
87232,0.09,9.2437,0.3475,1.0,0.8345,207.27,NA
87233,0.18,3.8328,0.331,1.0,0.9139,81.81,NA
87234,0.18,4.0068,0.2901,2.0,0.8708,141.03,35.55
87235,2.43,4.0324,0.3857,4.0,0.8859,272.61,NA
87236,0.72,5.0298,0.3483,5.0,0.8796,212.58,NA
87237,0.45,4.6756,0.4102,3.0,0.9049,210.24,NA
87238,0.09,4.2353,0.2531,1.0,0.8921,114.57,NA
87239,0.27,12.6667,0.427,1.0,0.8903,99.54,NA
87240,3.96,5.1022,0.4009,10.0,0.8025,156.78,45.45
87241,0.54,5.4947,0.2426,4.0,0.6734,98.01,NA
87242,1.53,3.8028,0.3217,5.0,0.699,68.31,NA
87243,0.81,3.0523,0.332,5.0,0.8917,348.21,NA
87244,10.62,3.0993,0.4623,30.0,0.7718,89.64,55.62
87245,0.0,9.1503,0.3682,0.0,0.5077,24.3,NA
87246,0.63,2.7282,0.2778,3.0,0.8217,250.92,NA
87247,4.59,2.6577,0.4696,11.0,0.9006,486.81,NA
87248,0.18,2.9404,0.2736,1.0,0.6837,66.78,NA
87249,1.89,1.7118,0.3574,4.0,0.852,275.49,38.16
87250,0.0,2.1852,0.1588,0.0,0.809,381.33,13.05
87251,2.25,3.501,0.4868,7.0,0.828,341.1,47.88
87252,0.18,2.93,0.3141,1.0,0.7355,135.27,49.32
87253,10.71,2.3222,0.4727,26.0,0.8709,299.07,NA
87254,13.5,3.564,0.4807,38.0,0.9138,399.51,NA
87255,34.65,2.4744,0.559,68.0,0.906,266.94,NA
87256,28.17,3.1019,0.5476,84.0,0.7708,15.57,NA
87257,25.65,2.2421,0.5589,45.0,0.4328,21.51,41.4
87258,34.38,2.2093,0.5883,36.0,0.4363,24.21,91.62
87259,62.64,1.9898,0.5961,77.0,0.2976,32.67,609.57
87260,31.23,1.7452,0.5201,74.0,0.4668,60.84,322.38
87261,3.24,1.3558,0.4274,17.0,0.6433,5.94,277.56
87262,32.13,1.4072,0.5228,95.0,0.5366,16.92,225.81
87263,298.44,1.1853,0.6181,366.0,0.5897,24.84,142.11
87264,63.54,1.3014,0.5744,110.0,0.5635,12.33,206.1
87265,19.8,1.0922,0.5168,51.0,0.5697,11.61,438.93
87266,5.31,1.275,0.5039,38.0,0.5743,6.84,235.8
87267,4.59,1.7827,0.529,24.0,0.505,4.95,238.05
87268,4.59,1.1893,0.5104,30.0,0.5309,6.57,272.52
87269,6.39,1.3687,0.4887,34.0,0.6813,7.92,297.36
87270,5.13,1.1765,0.5366,28.0,0.7749,2.25,215.1
87271,5.13,1.7191,0.5087,22.0,0.74,6.48,297.63
87272,4.14,1.511,0.4442,24.0,0.6585,8.55,404.82
87273,13.5,1.5068,0.5197,43.0,0.6342,17.82,313.38
87274,99.81,1.3206,0.6269,156.0,0.7145,30.6,380.34
87275,256.95,1.4447,0.6712,218.0,0.6211,10.62,287.55
87276,719.01,1.7706,0.7772,202.0,0.6377,17.73,301.95
87277,154.44,1.4251,0.625,119.0,0.8843,460.35,1862.82
87278,247.59,1.1887,0.5817,281.0,0.8823,220.32,3047.58
87678,3.24,3.0984,0.4527,18.0,0.7,1.26,28.8
87679,0.0,4.3818,0.2534,0.0,NA,0.09,NA
87680,0.0,100.0,0.25,0.0,NA,NA,35.55
87681,0.36,13.4058,0.4088,2.0,NA,NA,18.27
87682,0.36,8.3333,0.5521,1.0,NA,NA,37.44
87683,0.72,5.4364,0.3915,2.0,-1.0,0.18,176.4
87684,0.09,3.7662,0.3744,1.0,0.7777,2.07,256.59
87685,0.45,4.1492000000000004,0.3707,2.0,0.6699,5.04,303.12
87686,0.9,3.3415,0.328,2.0,0.789,9.27,364.59
87687,1.17,2.9075,0.3628,6.0,0.3911,3.69,306.27
87688,4.95,2.7048,0.482,13.0,0.6478,10.71,265.32
87689,19.98,4.8412,0.5556,19.0,0.5862,14.13,106.2
87690,0.0,0.0,-1.0,0.0,0.5772,7.2,36.36
87691,7.38,6.9276,0.5792,10.0,0.9019,449.01,43.65
87692,1.35,5.1383,0.5513,2.0,0.7241,9.27,NA
87693,0.36,3.7313,0.355,3.0,0.9123,134.01,36.63
87694,0.27,3.1351,0.3707,2.0,0.866,349.11,NA
87695,3.6,2.2807,0.4844,9.0,0.8873,104.4,NA
87696,9.36,2.2076,0.5121,16.0,0.852,187.2,NA
87697,7.02,1.7035,0.4068,31.0,0.9277,558.09,44.1
87698,1.26,2.0504,0.356,8.0,0.9244,468.36,NA
87699,7.74,2.3877,0.4566,25.0,0.8536,161.64,NA
87700,3.24,2.4711,0.391,23.0,0.8556,93.51,NA
87701,1.62,7.2289,0.4133,9.0,0.4061,1.89,NA
87702,0.63,6.8693,0.3344,2.0,0.6099,29.43,NA
87703,0.0,14.5072,0.2768,0.0,0.8687,221.4,51.93
87704,2.97,6.5217,0.5353,5.0,0.8798,279.27,16.38
87705,0.0,14.2857,0.2499,0.0,0.8725,47.88,NA
87706,0.9,3.3783,0.3115,5.0,0.9449,1178.55,NA
87707,0.36,4.261,0.2772,4.0,0.8847,781.2,40.86
87708,0.72,6.2821,0.3617,3.0,0.9084,284.31,NA
87709,0.45,1.6897,0.3024,2.0,0.6851,62.64,NA
87710,1.44,5.042,0.3696,8.0,0.6132,45.9,33.93
87711,12.15,3.2959,0.5857,20.0,0.6333,51.75,9.54
87712,25.2,1.9198,0.5575,42.0,0.6298,19.62,161.46
87713,18.99,2.5771,0.5341,22.0,0.5839,8.91,140.58
87714,144.72,2.092,0.7529,38.0,0.5126,4.14,216.9
87715,21.06,2.2295,0.5094,39.0,0.7497,53.91,183.96
87716,43.38,1.8649,0.5165,96.0,0.7533,99.54,NA
87717,26.37,2.3769,0.5065,46.0,0.7821,55.62,NA
87718,36.63,1.8634,0.5693,69.0,0.5439,13.77,120.15
87719,43.74,1.6271,0.5396,91.0,0.6335,7.2,279.9
87720,25.65,1.6318,0.5038,67.0,0.7828,17.91,420.48
87721,45.99,1.8221,0.5701,82.0,0.1889,3.96,299.52
87722,9.9,1.87,0.5318,24.0,0.3927,3.06,396.63
87723,8.82,2.6608,0.4889,34.0,0.5133,3.96,215.55
87724,5.04,1.6926,0.5241,20.0,0.7799,5.22,241.65
87725,217.8,1.4927,0.6613,186.0,0.5629,20.79,200.7
87726,517.41,1.2561,0.6875,318.0,0.4758,44.28,213.66
87727,369.09,1.1847,0.6531,326.0,0.5521,104.22,245.52
87728,166.68,1.3333,0.6654,137.0,0.5163,22.14,302.22
87729,334.53,1.3861,0.6962,209.0,0.4384,26.64,200.97
87730,18.36,1.536,0.5531,51.0,0.5667,13.5,232.47
87731,9.36,1.3361,0.5084,45.0,0.6507,3.42,326.79
87732,3.6,1.7433,0.5008,22.0,0.6716,12.33,242.19
87733,11.07,2.3836,0.5346,32.0,0.6841,4.05,207.45
87734,4.68,2.2275,0.4961,24.0,0.6532,13.86,306.72
87735,5.85,1.2867,0.5232,26.0,0.619,8.82,220.86
87736,50.94,1.5917,0.6175,69.0,0.6688,12.78,236.88
87737,137.79,1.4862,0.656,154.0,0.6686,64.89,234.09
87738,701.55,1.5748,0.7793,188.0,0.8663,157.68,368.55
87739,626.85,1.7256,0.8433,84.0,0.8894,509.4,304.83
87740,937.53,1.2909,0.68,352.0,0.8196,310.32,2385.99
88141,0.18,6.8922,0.2798,2.0,NA,NA,0.63
88142,0.0,5.1422,0.2481,0.0,NA,NA,10.08
88143,3.33,9.6789,0.4993,9.0,-1.0,0.45,94.23
88144,1.44,5.7049,0.3508,10.0,0.1428,0.54,36.27
88145,3.78,6.255,0.4239,20.0,0.184,2.16,44.73
88146,4.77,6.5029,0.4514,14.0,0.2665,2.52,31.14
88147,7.11,8.2207,0.4951,15.0,-1.0,0.72,90.18
88148,0.81,5.9224,0.3646,6.0,0.2789,2.43,81.99
88149,7.02,3.8396,0.4998,22.0,0.9778,430.56,97.65
88150,4.23,4.6752,0.4514,15.0,-1.0,0.18,133.83
88151,0.72,4.1737,0.3517,4.0,0.25,0.36,85.5
88152,7.92,2.7924,0.4389,27.0,0.7965,12.15,234.72
88153,2.7,4.8475,0.4275,14.0,0.4499,1.26,182.7
88154,7.11,4.91,0.4926,12.0,-1.0,0.45,69.03
88155,0.09,4.6995,0.3252,1.0,0.9557,17.55,NA
88156,0.36,7.1429,0.3753,3.0,0.7528,45.0,43.92
88157,1.08,3.0952,0.3734,4.0,0.9019,492.39,NA
88158,0.27,2.7401,0.3642,2.0,0.8276,159.84,NA
88159,0.72,2.9193,0.3479,3.0,0.8006,51.39,NA
88160,1.8,1.534,0.3587,9.0,0.6052,2.16,43.83
88161,2.97,2.092,0.3616,7.0,0.6992,13.86,NA
88162,1.71,2.9354,0.3623,9.0,0.8981,92.97,NA
88163,14.04,2.3199,0.452,48.0,0.7819,53.64,NA
88164,6.48,3.0538,0.4053,18.0,0.6685,36.18,NA
88165,34.2,2.307,0.5529,48.0,0.7438,44.55,NA
88166,21.6,2.8261,0.4852,42.0,0.8141,140.31,NA
88167,19.35,3.4245,0.5738,20.0,0.8945,254.79,33.84
88168,8.46,4.0282,0.4957,16.0,0.8476,229.05,NA
88169,13.05,1.6335,0.4247,43.0,0.9328,2187.09,NA
88170,8.19,4.0395,0.4829,20.0,0.9482,1342.53,42.66
88171,9.63,3.402,0.4725,27.0,0.5901,15.84,NA
88172,9.99,2.5167,0.466,38.0,0.4535,8.73,NA
88173,123.48,2.6106,0.7362,31.0,0.7253,21.96,102.69
88174,110.43,2.3501,0.7416,27.0,0.6322,47.43,322.74
88175,24.66,1.3878,0.4959,66.0,0.5907,28.08,553.59
88176,307.35,1.6335,0.7235,121.0,0.5487,26.37,288.36
88177,946.44,2.2594,0.8935,32.0,0.687,14.85,316.26
88178,108.72,1.475,0.6037,150.0,0.5749,12.42,405.63
88179,35.55,1.9074,0.5312,65.0,0.6405,48.15,45.63
88180,65.61,1.8697,0.5654,106.0,0.6531,14.94,130.95
88181,34.56,1.4506,0.5423,47.0,0.7403,11.79,356.58
88182,6.21,3.1898,0.444,21.0,0.5825,11.61,298.71
88183,4.95,2.3017,0.4336,25.0,0.7591,29.16,263.88
88184,101.61,1.5886,0.6089,148.0,0.6066,16.11,236.7
88185,14.4,3.1103,0.4973,41.0,0.4179,5.67,217.8
88186,46.98,2.1765,0.5952,81.0,0.5602,4.77,171.0
88187,6.12,1.8024,0.4996,20.0,0.8052,5.85,210.6
88188,387.99,1.3769,0.7045,211.0,0.5923,15.21,236.88
88189,515.52,1.246,0.6888,278.0,0.4941,34.38,254.88
88190,1032.48,1.3741,0.7181,358.0,0.6412,140.49,352.17
88191,948.87,1.2539,0.7256,376.0,0.4837,60.66,219.15
88192,643.5,1.9145,0.7477,195.0,0.4552,43.92,227.52
88193,3.06,1.329,0.4645,18.0,0.7028,24.75,373.86
88194,0.81,1.3158,0.4156,7.0,0.6405,18.36,276.3
88195,8.91,2.0281,0.5511,27.0,0.5916,8.73,297.54
88196,43.11,1.6326,0.586,61.0,0.6223,13.77,384.75
88197,42.12,2.0873,0.6145,72.0,0.7105,24.75,314.73
88198,27.72,1.5347,0.5609,71.0,0.567,8.91,229.77
88199,161.01,1.3674,0.6737,138.0,0.7929,61.2,261.72
88200,585.9,1.411,0.7622,193.0,0.8911,155.25,295.47
88201,789.21,1.9074,0.8288,112.0,0.9391,1109.97,270.27
