grid,site,night
PBAH_1,PBAH_1_SE_BAT_201,2015-06-18
PBAH_1,PBAH_1_SE_BAT_201,2015-06-19
PBAH_1,PBAH_1_SE_BAT_201,2015-06-20
PBAH_1,PBAH_1_SE_BAT_201,2015-06-21
PBAH_1,PBAH_1_SW_E1,2015-06-16
PBAH_1,PBAH_1_SW_E1,2015-06-17
PBAH_1,PBAH_1_SW_E1,2015-06-18
PBAH_1,PBAH_1_SW_E1,2015-06-19
PBAH_1,PBAH_1_SW_E1,2015-06-20
PBAH_1,PBAH_1_SW_E1,2015-06-21
PBAH_2,PBAH_2_NE_BAT_036,2015-06-08
PBAH_2,PBAH_2_NE_BAT_036,2015-06-09
PBAH_2,PBAH_2_NE_BAT_036,2015-06-10
PBAH_2,PBAH_2_NE_BAT_036,2015-06-11
PBAH_2,PBAH_2_NE_BAT_036,2015-06-12
PBAH_2,PBAH_2_NE_BAT_036,2015-06-13
PBAH_2,PBAH_2_NE_BAT_036,2015-06-14
PBAH_2,PBAH_2_NW_BAT_024,2015-06-07
PBAH_2,PBAH_2_NW_BAT_024,2015-06-08
PBAH_2,PBAH_2_NW_BAT_024,2015-06-09
PBAH_2,PBAH_2_NW_BAT_024,2015-06-10
PBAH_2,PBAH_2_NW_BAT_024,2015-06-11
PBAH_2,PBAH_2_NW_BAT_024,2015-06-12
PBAH_2,PBAH_2_NW_BAT_024,2015-06-13
PBAH_2,PBAH_2_NW_BAT_024,2015-06-14
PBAH_2,PBAH_2_SE_D2,2015-06-08
PBAH_2,PBAH_2_SE_D2,2015-06-09
PBAH_2,PBAH_2_SE_D2,2015-06-10
PBAH_2,PBAH_2_SE_D2,2015-06-11
PBAH_2,PBAH_2_SE_D2,2015-06-12
PBAH_2,PBAH_2_SE_D2,2015-06-13
PBAH_2,PBAH_2_SE_D2,2015-06-14
PBAH_2,PBAH_2_SW_N3,2015-06-08
PBAH_2,PBAH_2_SW_N3,2015-06-09
PBAH_2,PBAH_2_SW_N3,2015-06-10
PBAH_2,PBAH_2_SW_N3,2015-06-11
PBAH_2,PBAH_2_SW_N3,2015-06-12
PBAH_2,PBAH_2_SW_N3,2015-06-13
PBAH_2,PBAH_2_SW_N3,2015-06-14
PP_1,PP1_NE_R2C,2015-07-17
PP_1,PP1_NE_R2C,2015-07-18
PP_1,PP1_NE_R2C,2015-07-19
PP_1,PP1_NE_R2C,2015-07-20
PP_1,PP1_NE_R2C,2015-07-21
PP_1,PP1_NE_R2C,2015-07-22
PP_1,PP1_NW_B2,2015-07-17
PP_1,PP1_NW_B2,2015-07-18
PP_1,PP1_NW_B2,2015-07-19
PP_1,PP1_NW_B2,2015-07-20
PP_1,PP1_NW_B2,2015-07-21
PP_1,PP1_NW_B2,2015-07-22
PP_1,PP1_SE_C4,2015-07-17
PP_1,PP1_SE_C4,2015-07-18
PP_1,PP1_SE_C4,2015-07-19
PP_1,PP1_SE_C4,2015-07-20
PP_1,PP1_SE_C4,2015-07-21
PP_1,PP1_SE_C4,2015-07-22
PP_1,PP1_SW_988D,2015-07-17
PP_1,PP1_SW_988D,2015-07-18
PP_1,PP1_SW_988D,2015-07-19
PP_1,PP1_SW_988D,2015-07-20
PP_1,PP1_SW_988D,2015-07-21
PP_1,PP1_SW_988D,2015-07-22
PRE_1,PRE_1_NE_E3,2015-07-06
PRE_1,PRE_1_NE_E3,2015-07-07
PRE_1,PRE_1_NE_E3,2015-07-08
PRE_1,PRE_1_NE_E3,2015-07-09
PRE_1,PRE_1_NE_E3,2015-07-10
PRE_1,PRE_1_NE_E3,2015-07-11
PRE_1,PRE_1_NW_BAT_204,2015-07-06
PRE_1,PRE_1_NW_BAT_204,2015-07-07
PRE_1,PRE_1_NW_BAT_204,2015-07-08
PRE_1,PRE_1_NW_BAT_204,2015-07-09
PRE_1,PRE_1_NW_BAT_204,2015-07-10
PRE_1,PRE_1_NW_BAT_204,2015-07-11
PRE_1,PRE_1_SW_BAT_039,2015-07-06
PRE_1,PRE_1_SW_BAT_039,2015-07-07
PRE_1,PRE_1_SW_BAT_039,2015-07-08
PRE_1,PRE_1_SW_BAT_039,2015-07-09
PRE_1,PRE_1_SW_BAT_039,2015-07-10
PRE_1,PRE_1_SW_BAT_039,2015-07-11
PRE_1,PRE_SE_F4,2015-07-06
PRE_1,PRE_SE_F4,2015-07-07
PRE_1,PRE_SE_F4,2015-07-08
PRE_1,PRE_SE_F4,2015-07-09
PRE_1,PRE_SE_F4,2015-07-10
PRE_1,PRE_SE_F4,2015-07-11
PRE_2,PRE_2_NE_BAT_024,2015-06-30
PRE_2,PRE_2_NE_BAT_024,2015-07-01
PRE_2,PRE_2_NE_BAT_024,2015-07-02
PRE_2,PRE_2_NE_BAT_024,2015-07-03
PRE_2,PRE_2_NE_BAT_024,2015-07-04
PRE_2,PRE_2_NE_BAT_024,2015-07-05
PRE_2,PRE_2_NE_BAT_024,2015-07-06
PRE_2,PRE_2_NW_BAT_035,2015-06-30
PRE_2,PRE_2_NW_BAT_035,2015-07-01
PRE_2,PRE_2_SE_BAT_036,2015-06-30
PRE_2,PRE_2_SE_BAT_036,2015-07-01
PRE_2,PRE_2_SE_BAT_036,2015-07-02
PRE_2,PRE_2_SE_BAT_036,2015-07-03
PRE_2,PRE_2_SE_BAT_036,2015-07-04
PRE_2,PRE_2_SE_BAT_036,2015-07-05
PRE_2,PRE_2_SE_BAT_036,2015-07-06
PRE_2,PRE_2_SW_988D,2015-06-30
PRE_2,PRE_2_SW_988D,2015-07-01
PRE_2,PRE_2_SW_988D,2015-07-02
PRE_2,PRE_2_SW_988D,2015-07-03
PRE_2,PRE_2_SW_988D,2015-07-04
PRE_2,PRE_2_SW_988D,2015-07-05
PRE_2,PRE_2_SW_988D,2015-07-06
PRV_1,PRV_1_NE_BAT_043,2015-06-01
PRV_1,PRV_1_NE_BAT_043,2015-06-02
PRV_1,PRV_1_NE_BAT_043,2015-06-03
PRV_1,PRV_1_NE_BAT_043,2015-06-04
PRV_1,PRV_1_NE_BAT_043,2015-06-05
PRV_1,PRV_1_NE_BAT_043,2015-06-06
PRV_1,PRV_1_NE_BAT_043,2015-06-07
PRV_1,PRV_1_NW_BAT_045,2015-06-01
PRV_1,PRV_1_NW_BAT_045,2015-06-02
PRV_1,PRV_1_NW_BAT_045,2015-06-03
PRV_1,PRV_1_SE_BAT_040,2015-06-01
PRV_1,PRV_1_SE_BAT_040,2015-06-02
PRV_1,PRV_1_SE_BAT_040,2015-06-03
PRV_1,PRV_1_SW_BAT_038,2015-06-01
PRV_1,PRV_1_SW_BAT_038,2015-06-02
PRV_1,PRV_1_SW_BAT_038,2015-06-03
PRV_1,PRV_1_SW_BAT_038,2015-06-04
PRV_1,PRV_1_SW_BAT_038,2015-06-05
PRV_1,PRV_1_SW_BAT_038,2015-06-06
PRV_1,PRV_1_SW_BAT_038,2015-06-07
PRV_2,PRV_2_NE_BAT_018,2015-06-03
PRV_2,PRV_2_NE_BAT_018,2015-06-04
PRV_2,PRV_2_NE_BAT_018,2015-06-05
PRV_2,PRV_2_NE_BAT_018,2015-06-06
PRV_2,PRV_2_NE_BAT_018,2015-06-07
PRV_2,PRV_2_NE_BAT_018,2015-06-08
PRV_2,PRV_2_NW_BAT_033,2015-06-03
PRV_2,PRV_2_NW_BAT_033,2015-06-04
PRV_2,PRV_2_NW_BAT_033,2015-06-05
PRV_2,PRV_2_NW_BAT_033,2015-06-06
PRV_2,PRV_2_NW_BAT_033,2015-06-07
PRV_2,PRV_2_NW_BAT_033,2015-06-08
PRV_2,PRV_2_SE_BAT_009,2015-06-03
PRV_2,PRV_2_SE_BAT_009,2015-06-04
PRV_2,PRV_2_SE_BAT_009,2015-06-05
PRV_2,PRV_2_SE_BAT_009,2015-06-06
PRV_2,PRV_2_SW_BAT_048,2015-06-03
PRV_2,PRV_2_SW_BAT_048,2015-06-04
PRV_2,PRV_2_SW_BAT_048,2015-06-05
PRV_2,PRV_2_SW_BAT_048,2015-06-06
PRV_2,PRV_2_SW_BAT_048,2015-06-07
PRV_2,PRV_2_SW_BAT_048,2015-06-08
PRV_3,PRV_3_NE_B3,2015-06-17
PRV_3,PRV_3_NE_B3,2015-06-18
PRV_3,PRV_3_NE_B3,2015-06-19
PRV_3,PRV_3_NE_B3,2015-06-20
PRV_3,PRV_3_NE_B3,2015-06-21
PRV_3,PRV_3_NE_B3,2015-06-22
PRV_3,PRV_3_NW_H4,2015-06-17
PRV_3,PRV_3_NW_H4,2015-06-18
PRV_3,PRV_3_NW_H4,2015-06-19
PRV_3,PRV_3_NW_H4,2015-06-20
PRV_3,PRV_3_NW_H4,2015-06-21
PRV_3,PRV_3_NW_H4,2015-06-22
PRV_3,PRV_3_SE_N1,2015-06-17
PRV_3,PRV_3_SE_N1,2015-06-18
PRV_3,PRV_3_SE_N1,2015-06-19
PRV_3,PRV_3_SE_N1,2015-06-20
PRV_3,PRV_3_SE_N1,2015-06-21
PRV_3,PRV_3_SE_N1,2015-06-22
PRV_3,PRV_3_SW_BAT_023,2015-06-17
PRV_3,PRV_3_SW_BAT_023,2015-06-18
PRV_3,PRV_3_SW_BAT_023,2015-06-19
PRV_3,PRV_3_SW_BAT_023,2015-06-20
PRV_3,PRV_3_SW_BAT_023,2015-06-21
PRV_3,PRV_3_SW_BAT_023,2015-06-22
PRV_4,PRV_4_NW_BAT_042,2015-06-01
PRV_4,PRV_4_NW_BAT_042,2015-06-02
PRV_4,PRV_4_NW_BAT_042,2015-06-03
PRV_4,PRV_4_NW_BAT_042,2015-06-04
PRV_4,PRV_4_NW_BAT_042,2015-06-05
PRV_4,PRV_4_NW_BAT_042,2015-06-06
PRV_4,PRV_4_NW_BAT_042,2015-06-07
PRV_4,PRV_4_SE_BAT_027,2015-06-01
PRV_4,PRV_4_SE_BAT_027,2015-06-02
PRV_4,PRV_4_SE_BAT_027,2015-06-03
PRV_4,PRV_4_SE_BAT_027,2015-06-04
PRV_4,PRV_4_SE_BAT_027,2015-06-05
PRV_4,PRV_4_SE_BAT_027,2015-06-06
PRV_4,PRV_4_SE_BAT_027,2015-06-07
PRV_4,PRV_4_SW_BAT_047,2015-06-01
PRV_4,PRV_4_SW_BAT_047,2015-06-02
PRV_4,PRV_4_SW_BAT_047,2015-06-03
PRV_4,PRV_4_SW_BAT_047,2015-06-04
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-12
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-13
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-14
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-15
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-16
PRVAT_1,PRVAT_1_NE_BAT_029,2015-06-17
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-12
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-13
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-14
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-15
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-16
PRVAT_1,PRVAT_1_NW_BAT_025,2015-06-17
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-12
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-13
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-14
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-15
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-16
PRVAT_1,PRVAT_1_SE_BAT_019,2015-06-17
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-12
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-13
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-14
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-15
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-16
PRVAT_1,PRVAT_1_SW_BAT_034,2015-06-17
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-12
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-13
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-14
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-15
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-16
PRVAT_2,PRVAT_2_NE_BAT_033,2015-06-17
PRVAT_2,PRVAT_2_NW_A2,2015-06-12
PRVAT_2,PRVAT_2_NW_A2,2015-06-13
PRVAT_2,PRVAT_2_NW_A2,2015-06-14
PRVAT_2,PRVAT_2_NW_A2,2015-06-15
PRVAT_2,PRVAT_2_NW_A2,2015-06-16
PRVAT_2,PRVAT_2_NW_A2,2015-06-17
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-12
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-13
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-14
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-15
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-16
PRVAT_2,PRVAT_2_SE_BAT_045,2015-06-17
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-12
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-13
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-14
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-15
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-16
PRVAT_2,PRVAT_2_SW_BAT_003,2015-06-17
RBP_1,RBP_1_NE_I3,2015-07-29
RBP_1,RBP_1_NE_I3,2015-07-30
RBP_1,RBP_1_NE_I3,2015-07-31
RBP_1,RBP_1_NE_I3,2015-08-01
RBP_1,RBP_1_NE_I3,2015-08-02
RBP_1,RBP_1_NE_I3,2015-08-03
RBP_1,RBP_1_NW_BAT_048,2015-07-29
RBP_1,RBP_1_NW_BAT_048,2015-07-30
RBP_1,RBP_1_NW_BAT_048,2015-07-31
RBP_1,RBP_1_NW_BAT_048,2015-08-01
RBP_1,RBP_1_NW_BAT_048,2015-08-02
RBP_1,RBP_1_NW_BAT_048,2015-08-03
RBP_1,RBP_1_SE_D3,2015-07-29
RBP_1,RBP_1_SE_D3,2015-07-30
RBP_1,RBP_1_SE_D3,2015-07-31
RBP_1,RBP_1_SE_D3,2015-08-01
RBP_1,RBP_1_SE_D3,2015-08-02
RBP_1,RBP_1_SE_D3,2015-08-03
RBP_1,RBP_1_SW_B2,2015-07-29
RBP_1,RBP_1_SW_B2,2015-07-30
RBP_1,RBP_1_SW_B2,2015-07-31
RBP_1,RBP_1_SW_B2,2015-08-01
RBP_1,RBP_1_SW_B2,2015-08-02
RBP_1,RBP_1_SW_B2,2015-08-03
RBP_10,RBP_10_NE_BAT_037,2015-08-03
RBP_10,RBP_10_NE_BAT_037,2015-08-04
RBP_10,RBP_10_NE_BAT_037,2015-08-05
RBP_10,RBP_10_NE_BAT_037,2015-08-06
RBP_10,RBP_10_NE_BAT_037,2015-08-07
RBP_10,RBP_10_NE_BAT_037,2015-08-08
RBP_10,RBP_10_NW_BAT_031,2015-08-03
RBP_10,RBP_10_NW_BAT_031,2015-08-04
RBP_10,RBP_10_NW_BAT_031,2015-08-05
RBP_10,RBP_10_NW_BAT_031,2015-08-06
RBP_10,RBP_10_NW_BAT_031,2015-08-07
RBP_10,RBP_10_NW_BAT_031,2015-08-08
RBP_10,RBP_10_SE_BAT_029,2015-08-03
RBP_10,RBP_10_SE_BAT_029,2015-08-04
RBP_10,RBP_10_SE_BAT_029,2015-08-05
RBP_10,RBP_10_SE_BAT_029,2015-08-06
RBP_10,RBP_10_SE_BAT_029,2015-08-07
RBP_10,RBP_10_SE_BAT_029,2015-08-08
RBP_10,RBP_10_SW_H3,2015-08-03
RBP_10,RBP_10_SW_H3,2015-08-04
RBP_10,RBP_10_SW_H3,2015-08-05
RBP_10,RBP_10_SW_H3,2015-08-06
RBP_10,RBP_10_SW_H3,2015-08-07
RBP_10,RBP_10_SW_H3,2015-08-08
RBP_11,RBP_11_NE_1004A,2015-08-09
RBP_11,RBP_11_NE_1004A,2015-08-10
RBP_11,RBP_11_NE_1004A,2015-08-11
RBP_11,RBP_11_NE_1004A,2015-08-12
RBP_11,RBP_11_NE_1004A,2015-08-13
RBP_11,RBP_11_NE_1004A,2015-08-14
RBP_11,RBP_11_NW_987D,2015-08-09
RBP_11,RBP_11_NW_987D,2015-08-10
RBP_11,RBP_11_NW_987D,2015-08-11
RBP_11,RBP_11_NW_987D,2015-08-12
RBP_11,RBP_11_NW_987D,2015-08-13
RBP_11,RBP_11_NW_987D,2015-08-14
RBP_11,RBP_11_SE_1002A,2015-08-09
RBP_11,RBP_11_SE_1002A,2015-08-10
RBP_11,RBP_11_SE_1002A,2015-08-11
RBP_11,RBP_11_SE_1002A,2015-08-12
RBP_11,RBP_11_SE_1002A,2015-08-13
RBP_11,RBP_11_SE_1002A,2015-08-14
RBP_11,RBP_11_SW_987A,2015-08-09
RBP_11,RBP_11_SW_987A,2015-08-10
RBP_11,RBP_11_SW_987A,2015-08-11
RBP_11,RBP_11_SW_987A,2015-08-12
RBP_11,RBP_11_SW_987A,2015-08-13
RBP_11,RBP_11_SW_987A,2015-08-14
RBP_2,RBP_2_NE_I1,2015-05-31
RBP_2,RBP_2_NE_I1,2015-06-01
RBP_2,RBP_2_NE_I1,2015-06-02
RBP_2,RBP_2_NE_I1,2015-06-03
RBP_2,RBP_2_SE_BAT_026,2015-05-31
RBP_2,RBP_2_SE_BAT_026,2015-06-01
RBP_2,RBP_2_SE_BAT_026,2015-06-02
RBP_2,RBP_2_SE_BAT_026,2015-06-03
RBP_2,RBP_2_SE_BAT_026,2015-06-04
RBP_2,RBP_2_SE_BAT_026,2015-06-05
RBP_2,RBP_2_SW_BAT_031,2015-05-31
RBP_2,RBP_2_SW_BAT_031,2015-06-01
RBP_2,RBP_2_SW_BAT_031,2015-06-02
RBP_2,RBP_2_SW_BAT_031,2015-06-03
RBP_2,RBP_2_SW_BAT_031,2015-06-04
RBP_2,RBP_2_SW_BAT_031,2015-06-05
RBP_2,RPB_2_NW_BAT_025,2015-05-31
RBP_2,RPB_2_NW_BAT_025,2015-06-01
RBP_2,RPB_2_NW_BAT_025,2015-06-02
RBP_2,RPB_2_NW_BAT_025,2015-06-03
RBP_2,RPB_2_NW_BAT_025,2015-06-04
RBP_2,RPB_2_NW_BAT_025,2015-06-05
RBP_3,RBP_3_NW_BAT_036,2015-07-29
RBP_3,RBP_3_NW_BAT_036,2015-07-30
RBP_3,RBP_3_NW_BAT_036,2015-07-31
RBP_3,RBP_3_NW_BAT_036,2015-08-01
RBP_3,RBP_3_NW_BAT_036,2015-08-02
RBP_3,RBP_3_NW_BAT_036,2015-08-03
RBP_3,RBP_3_SE_BAT_203,2015-07-29
RBP_3,RBP_3_SE_BAT_203,2015-07-30
RBP_3,RBP_3_SE_BAT_203,2015-07-31
RBP_3,RBP_3_SE_BAT_203,2015-08-01
RBP_3,RBP_3_SE_BAT_203,2015-08-02
RBP_3,RBP_3_SE_BAT_203,2015-08-03
RBP_3,RBP_3_SW_BAT_025,2015-07-29
RBP_3,RBP_3_SW_BAT_025,2015-07-30
RBP_3,RBP_3_SW_BAT_025,2015-07-31
RBP_3,RBP_3_SW_BAT_025,2015-08-01
RBP_3,RBP_3_SW_BAT_025,2015-08-02
RBP_3,RBP_3_SW_BAT_025,2015-08-03
RBP_4,RBP_4_NE_BAT_202,2015-07-30
RBP_4,RBP_4_NE_BAT_202,2015-07-31
RBP_4,RBP_4_NE_BAT_202,2015-08-01
RBP_4,RBP_4_NE_BAT_202,2015-08-02
RBP_4,RBP_4_NE_BAT_202,2015-08-03
RBP_4,RBP_4_NE_BAT_202,2015-08-04
RBP_4,RBP_4_NE_BAT_202,2015-08-05
RBP_4,RBP_4_NW_A2,2015-07-30
RBP_4,RBP_4_NW_A2,2015-07-31
RBP_4,RBP_4_NW_A2,2015-08-01
RBP_4,RBP_4_NW_A2,2015-08-02
RBP_4,RBP_4_NW_A2,2015-08-03
RBP_4,RBP_4_NW_A2,2015-08-04
RBP_4,RBP_4_NW_A2,2015-08-05
RBP_4,RBP_4_SE_BAT_014,2015-07-30
RBP_4,RBP_4_SE_BAT_014,2015-07-31
RBP_4,RBP_4_SE_BAT_014,2015-08-01
RBP_4,RBP_4_SE_BAT_014,2015-08-02
RBP_4,RBP_4_SE_BAT_014,2015-08-03
RBP_4,RBP_4_SE_BAT_014,2015-08-04
RBP_4,RBP_4_SE_BAT_014,2015-08-05
RBP_5,RBP_5_EX_BAT_046,2015-07-28
RBP_5,RBP_5_EX_BAT_046,2015-07-29
RBP_5,RBP_5_EX_BAT_046,2015-07-30
RBP_5,RBP_5_EX_BAT_046,2015-07-31
RBP_5,RBP_5_EX_BAT_046,2015-08-01
RBP_5,RBP_5_EX_BAT_046,2015-08-02
RBP_5,RBP_5_NE_L12,2015-07-07
RBP_5,RBP_5_NE_L12,2015-07-08
RBP_5,RBP_5_NE_L12,2015-07-09
RBP_5,RBP_5_NE_L12,2015-07-10
RBP_5,RBP_5_NE_L12,2015-07-11
RBP_5,RBP_5_NE_L12,2015-07-12
RBP_5,RBP_5_NW_L11,2015-07-07
RBP_5,RBP_5_NW_L11,2015-07-08
RBP_5,RBP_5_NW_L11,2015-07-09
RBP_5,RBP_5_NW_L11,2015-07-10
RBP_5,RBP_5_NW_L11,2015-07-11
RBP_5,RBP_5_NW_L11,2015-07-12
RBP_5,RBP_5_SE_L14,2015-07-07
RBP_5,RBP_5_SE_L14,2015-07-08
RBP_5,RBP_5_SE_L14,2015-07-09
RBP_5,RBP_5_SE_L14,2015-07-10
RBP_5,RBP_5_SE_L14,2015-07-11
RBP_5,RBP_5_SE_L14,2015-07-12
RBP_5,RBP_5_SW_L13,2015-07-07
RBP_5,RBP_5_SW_L13,2015-07-08
RBP_5,RBP_5_SW_L13,2015-07-09
RBP_5,RBP_5_SW_L13,2015-07-10
RBP_5,RBP_5_SW_L13,2015-07-11
RBP_5,RBP_5_SW_L13,2015-07-12
RBP_9,RBP_9_NE_L14,2015-06-14
RBP_9,RBP_9_NE_L14,2015-06-15
RBP_9,RBP_9_NE_L14,2015-06-16
RBP_9,RBP_9_NE_L14,2015-06-17
RBP_9,RBP_9_NE_L14,2015-06-18
RBP_9,RBP_9_NW_L13,2015-06-14
RBP_9,RBP_9_NW_L13,2015-06-15
RBP_9,RBP_9_NW_L13,2015-06-16
RBP_9,RBP_9_NW_L13,2015-06-17
RBP_9,RBP_9_NW_L13,2015-06-18
RBP_9,RBP_9_NW_L13,2015-06-19
RBP_9,RBP_9_NW_L13,2015-06-20
RBP_9,RBP_9_NW_L13,2015-06-21
RBP_9,RBP_9_NW_L13,2015-06-22
RBP_9,RBP_9_NW_L13,2015-06-23
RBP_9,RBP_9_NW_L13,2015-06-24
RBP_9,RBP_9_NW_L13,2015-06-25
RBP_9,RBP_9_SE_L11,2015-06-14
RBP_9,RBP_9_SE_L11,2015-06-15
RBP_9,RBP_9_SE_L11,2015-06-16
RBP_9,RBP_9_SE_L11,2015-06-17
RBP_9,RBP_9_SE_L11,2015-06-18
RBP_9,RBP_9_SE_L11,2015-06-19
RBP_9,RBP_9_SE_L11,2015-06-20
RBP_9,RBP_9_SE_L11,2015-06-21
RBP_9,RBP_9_SE_L11,2015-06-22
RBP_9,RBP_9_SE_L11,2015-06-23
RBP_9,RBP_9_SE_L11,2015-06-24
RBP_9,RBP_9_SE_L11,2015-06-25
RBP_9,RBP_9_SW_L12,2015-06-14
RBP_9,RBP_9_SW_L12,2015-06-15
RBP_9,RBP_9_SW_L12,2015-06-16
RBP_9,RBP_9_SW_L12,2015-06-17
RBP_9,RBP_9_SW_L12,2015-06-18
RBP_9,RBP_9_SW_L12,2015-06-19
RBP_9,RBP_9_SW_L12,2015-06-20
RBP_9,RBP_9_SW_L12,2015-06-21
RBP_9,RBP_9_SW_L12,2015-06-22
RBP_9,RBP_9_SW_L12,2015-06-23
RBP_9,RBP_9_SW_L12,2015-06-24
RBP_9,RBP_9_SW_L12,2015-06-25
RBP_R1,RBP_R1_NW_BAT_033,2015-07-29
RBP_R1,RBP_R1_NW_BAT_033,2015-07-30
RBP_R1,RBP_R1_NW_BAT_033,2015-07-31
RBP_R1,RBP_R1_NW_BAT_033,2015-08-01
RBP_R1,RBP_R1_NW_BAT_033,2015-08-02
RBP_R1,RBP_R1_NW_BAT_033,2015-08-03
RBP_R1,RBP_R1_SE_BAT_021,2015-07-29
RBP_R1,RBP_R1_SE_BAT_021,2015-07-30
RBP_R1,RBP_R1_SE_BAT_021,2015-07-31
RBP_R1,RBP_R1_SE_BAT_021,2015-08-01
RBP_R1,RBP_R1_SE_BAT_021,2015-08-02
RBP_R1,RBP_R1_SE_BAT_021,2015-08-03
RBP_R1,RBP_R1_SW_N4,2015-07-29
RBP_R1,RBP_R1_SW_N4,2015-07-30
RBP_R1,RBP_R1_SW_N4,2015-07-31
RBP_R1,RBP_R1_SW_N4,2015-08-01
RBP_R1,RBP_R1_SW_N4,2015-08-02
RBP_R1,RBP_R1_SW_N4,2015-08-03
RBP_R2,RBP_R2_SE_N1,2015-07-31
RBP_R2,RBP_R2_SE_N1,2015-08-01
RBP_R2,RBP_R2_SE_N1,2015-08-02
RBP_R2,RBP_R2_SE_N1,2015-08-03
RBP_R2,RBP_R2_SE_N1,2015-08-04
RBP_R2,RBP_R2_SE_N1,2015-08-05
RBP_R2,RBP_R2_SW_BAT_023,2015-07-30
RBP_R2,RBP_R2_SW_BAT_023,2015-07-31
RBP_R2,RBP_R2_SW_BAT_023,2015-08-01
RBP_R2,RBP_R2_SW_BAT_023,2015-08-02
RBP_R2,RBP_R2_SW_BAT_023,2015-08-03
RBP_R2,RBP_R2_SW_BAT_023,2015-08-04
RPAB_1,RPAB_1_NE_988D,2015-07-31
RPAB_1,RPAB_1_NE_988D,2015-08-01
RPAB_1,RPAB_1_NE_988D,2015-08-02
RPAB_1,RPAB_1_NE_988D,2015-08-03
RPAB_1,RPAB_1_NE_988D,2015-08-04
RPAB_1,RPAB_1_NW_BAT_030,2015-07-31
RPAB_1,RPAB_1_NW_BAT_030,2015-08-01
RPAB_1,RPAB_1_NW_BAT_030,2015-08-02
RPAB_1,RPAB_1_NW_BAT_030,2015-08-03
RPAB_1,RPAB_1_NW_BAT_030,2015-08-04
RPAB_1,RPAB_1_NW_BAT_030,2015-08-05
RPAB_1,RPAB_1_NW_BAT_030,2015-08-06
RPAB_1,RPAB_1_SE_BAT_004,2015-07-31
RPAB_1,RPAB_1_SE_BAT_004,2015-08-01
RPAB_1,RPAB_1_SE_BAT_004,2015-08-02
RPAB_1,RPAB_1_SE_BAT_004,2015-08-03
RPAB_1,RPAB_1_SE_BAT_004,2015-08-04
RPAB_1,RPAB_1_SE_BAT_004,2015-08-05
RPAB_1,RPAB_1_SE_BAT_004,2015-08-06
RPAB_1,RPAB_1_SW_C4,2015-07-31
RPAB_1,RPAB_1_SW_C4,2015-08-01
RPAB_1,RPAB_1_SW_C4,2015-08-02
RPAB_1,RPAB_1_SW_C4,2015-08-03
RPAB_1,RPAB_1_SW_C4,2015-08-04
RPAB_1,RPAB_1_SW_C4,2015-08-05
RPAB_1,RPAB_1_SW_C4,2015-08-06
RPAB_2,RPAB_2_NE_BAT_019,2015-06-01
RPAB_2,RPAB_2_NE_BAT_019,2015-06-02
RPAB_2,RPAB_2_NE_BAT_019,2015-06-03
RPAB_2,RPAB_2_NE_BAT_019,2015-06-04
RPAB_2,RPAB_2_NE_BAT_019,2015-06-05
RPAB_2,RPAB_2_NE_BAT_019,2015-06-06
RPAB_2,RPAB_2_NE_BAT_019,2015-06-07
RPAB_2,RPAB_2_NE_BAT_019,2015-06-08
RPAB_2,RPAB_2_NW_BAT_029,2015-06-01
RPAB_2,RPAB_2_NW_BAT_029,2015-06-02
