file,ZCA,thisDate,start_Time,end_Time,errors,btryDead,warnings,buffer,first_btry,last_btry,mean_temp,min_temp,mid_n_temp
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-11 log.csv,a:/SN314253 2015-07-11.zca,2015-07-11,20:46:23,06:42:34,0,NA,0,0,13:52:23,06:38:17,2285.0,2050.0,2300.0
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-12 log.csv,a:/SN314253 2015-07-12.zca,2015-07-12,20:45:52,06:43:21,0,NA,0,0,12:00:00,06:42:48,2155.0,1825.0,2238.0
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-13 log.csv,a:/SN314253 2015-07-13.zca,2015-07-13,20:45:19,06:44:09,0,NA,0,0,12:00:00,06:42:17,2095.0,1775.0,2156.0
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-14 log.csv,a:/SN314253 2015-07-14.zca,2015-07-14,20:44:43,06:44:58,0,NA,0,0,12:00:00,06:41:40,2254.0,2100.0,2256.0
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-15 log.csv,a:/SN314253 2015-07-15.zca,2015-07-15,20:44:06,06:45:48,0,NA,0,0,12:00:00,06:41:04,2096.0,2025.0,2044.0
F:/2015 ZCA Files/SH_15/SH_15_NW_994B/SN314253 2015-07-16 log.csv,a:/SN314253 2015-07-16.zca,2015-07-16,20:43:26,06:46:40,0,NA,0,0,12:00:00,06:45:25,1994.0,1725.0,1988.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-11 log.csv,a:/SN314265 2015-07-11.zca,2015-07-11,20:46:14,06:42:28,0,NA,0,0,17:36:11,06:38:12,2320.0,2100.0,2325.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-12 log.csv,a:/SN314265 2015-07-12.zca,2015-07-12,20:45:43,06:43:15,0,NA,0,0,12:00:00,06:42:40,2243.0,1775.0,2388.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-13 log.csv,a:/SN314265 2015-07-13.zca,2015-07-13,20:45:09,06:44:03,0,NA,0,0,12:00:00,06:42:07,2151.0,1800.0,2250.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-14 log.csv,a:/SN314265 2015-07-14.zca,2015-07-14,20:44:34,06:44:52,0,NA,0,0,12:00:00,06:41:31,2273.0,2100.0,2256.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-15 log.csv,a:/SN314265 2015-07-15.zca,2015-07-15,20:43:56,06:45:42,0,NA,0,0,12:00:00,06:40:53,2108.0,2050.0,2050.0
F:/2015 ZCA Files/SH_15/SH_15_SE_BAT_003/SN314265 2015-07-16 log.csv,a:/SN314265 2015-07-16.zca,2015-07-16,20:43:17,06:02:41,1,06:02:41,1,0,12:00:00,06:02:41,2027.0,1700.0,1969.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-18 log.csv,a:/SN314210 2015-07-18.zca,2015-07-18,20:37:21,06:42:04,0,NA,0,0,16:37:06,06:39:19,1943.0,1700.0,1944.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-19 log.csv,a:/SN314210 2015-07-19.zca,2015-07-19,20:36:35,06:42:58,0,NA,1,1,12:00:00,06:38:34,2149.0,1925.0,2056.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-20 log.csv,a:/SN314210 2015-07-20.zca,2015-07-20,20:35:47,06:43:53,0,NA,0,0,12:00:00,06:42:46,1664.0,1400.0,1700.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-21 log.csv,a:/SN314210 2015-07-21.zca,2015-07-21,20:34:57,06:44:49,0,NA,0,0,12:00:00,06:41:57,2151.0,2075.0,2125.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-22 log.csv,a:/SN314210 2015-07-22.zca,2015-07-22,20:34:05,06:45:46,0,NA,0,0,12:00:00,06:41:05,2158.0,2100.0,2175.0
F:/2015 ZCA Files/SH_16/SH_16_NE_BAT_017/SN314210 2015-07-23 log.csv,a:/SN314210 2015-07-23.zca,2015-07-23,20:33:11,06:46:43,0,NA,0,0,12:00:00,06:45:12,2714.0,2425.0,2794.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-18 log.csv,a:/SN314278 2015-07-18.zca,2015-07-18,20:37:17,06:41:48,0,NA,0,0,14:47:23,06:39:16,2021.0,1775.0,2044.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-19 log.csv,a:/SN314278 2015-07-19.zca,2015-07-19,20:36:31,06:42:43,0,NA,0,0,12:00:00,06:38:29,2220.0,1950.0,2125.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-20 log.csv,a:/SN314278 2015-07-20.zca,2015-07-20,20:35:43,06:43:38,0,NA,0,0,12:00:00,06:42:42,1739.0,1475.0,1794.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-21 log.csv,a:/SN314278 2015-07-21.zca,2015-07-21,20:34:53,06:44:34,0,NA,0,0,12:00:00,06:41:53,2179.0,2050.0,2131.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-22 log.csv,a:/SN314278 2015-07-22.zca,2015-07-22,20:34:01,06:45:31,0,NA,0,0,12:00:00,06:41:01,2164.0,2075.0,2100.0
F:/2015 ZCA Files/SH_16/SH_16_NW_BAT_016/SN314278 2015-07-23 log.csv,a:/SN314278 2015-07-23.zca,2015-07-23,20:33:07,06:46:28,0,NA,0,0,12:00:00,06:45:08,2786.0,2450.0,2869.0
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-18 log.csv,a:/SN314265 2015-07-18.zca,2015-07-18,20:37:11,06:41:48,0,NA,0,0,17:30:07,06:39:09,1913.0,1675.0,1925.0
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-19 log.csv,a:/SN314265 2015-07-19.zca,2015-07-19,20:36:25,06:42:43,0,NA,1,1,12:00:00,06:38:24,2102.0,1825.0,2e3
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-20 log.csv,a:/SN314265 2015-07-20.zca,2015-07-20,20:35:37,06:43:38,0,NA,0,0,12:00:00,06:42:35,1632.0,1400.0,1675.0
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-21 log.csv,a:/SN314265 2015-07-21.zca,2015-07-21,20:34:47,06:44:34,0,NA,0,0,12:00:00,06:41:47,2093.0,2e3,2025.0
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-22 log.csv,a:/SN314265 2015-07-22.zca,2015-07-22,20:33:55,06:45:31,0,NA,0,0,12:00:00,06:40:54,2060.0,1975.0,2044.0
F:/2015 ZCA Files/SH_16/SH_16_SE_M4/SN314265 2015-07-23 log.csv,a:/SN314265 2015-07-23.zca,2015-07-23,20:33:01,06:46:28,0,NA,2,2,12:00:00,06:44:59,2642.0,2325.0,2725.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-18 log.csv,a:/SN314271 2015-07-18.zca,2015-07-18,20:37:21,06:42:11,0,NA,0,0,13:19:37,06:39:20,1664.0,1375.0,1650.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-19 log.csv,a:/SN314271 2015-07-19.zca,2015-07-19,20:36:35,06:43:05,0,NA,0,0,12:00:00,06:38:30,1967.0,1700.0,1856.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-20 log.csv,a:/SN314271 2015-07-20.zca,2015-07-20,20:35:47,06:44:00,0,NA,0,0,12:00:00,06:42:45,1313.0,1050.0,1325.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-21 log.csv,a:/SN314271 2015-07-21.zca,2015-07-21,20:34:57,06:44:56,0,NA,0,0,12:00:00,06:41:55,2002.0,1875.0,2031.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-22 log.csv,a:/SN314271 2015-07-22.zca,2015-07-22,20:34:05,06:45:53,0,NA,0,0,12:00:00,06:41:05,1983.0,1900.0,1988.0
F:/2015 ZCA Files/SH_16/SH_16_SW_BAT_037/SN314271 2015-07-23 log.csv,a:/SN314271 2015-07-23.zca,2015-07-23,20:33:11,06:46:50,0,NA,0,0,12:00:00,06:45:11,2507.0,2175.0,2600.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-15 log.csv,a:/SN314279 2015-07-15.zca,2015-07-15,20:41:55,06:41:22,0,NA,0,0,12:58:01,06:38:53,2056.0,1925.0,2075.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-16 log.csv,a:/SN314279 2015-07-16.zca,2015-07-16,20:41:14,06:42:14,0,NA,0,0,12:00:00,06:38:12,2155.0,1925.0,2138.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-17 log.csv,a:/SN314279 2015-07-17.zca,2015-07-17,20:40:32,06:43:07,0,NA,0,0,12:00:00,06:42:31,1945.0,1650.0,1869.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-18 log.csv,a:/SN314279 2015-07-18.zca,2015-07-18,20:39:48,06:44:00,0,NA,0,0,12:00:00,06:41:46,1862.0,1550.0,1900.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-19 log.csv,a:/SN314279 2015-07-19.zca,2015-07-19,20:39:02,06:44:55,0,NA,0,0,12:00:00,06:41:00,1946.0,1725.0,1825.0
F:/2015 ZCA Files/SH_18/SH_18_NE_BAT_014/SN314279 2015-07-20 log.csv,a:/SN314279 2015-07-20.zca,2015-07-20,20:38:14,06:45:50,0,NA,0,0,12:00:00,06:45:13,1629.0,1300.0,1681.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-15 log.csv,a:/SN314219 2015-07-15.zca,2015-07-15,20:42:25,06:41:38,0,NA,0,0,14:42:35,06:39:21,2117.0,1975.0,2112.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-16 log.csv,a:/SN314219 2015-07-16.zca,2015-07-16,20:41:45,20:41:44,0,NA,0,0,12:00:00,06:38:42,2038.0,1675.0,2088.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-16 log.csv,a:/SN314219 2015-07-16.zca,2015-07-16,20:41:45,06:42:30,0,NA,0,0,12:00:00,06:38:42,2030.0,1675.0,2088.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-17 log.csv,a:/SN314219 2015-07-17.zca,2015-07-17,20:41:03,06:43:23,0,NA,0,0,12:00:00,06:43:01,2001.0,1750.0,1944.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-18 log.csv,a:/SN314219 2015-07-18.zca,2015-07-18,20:40:19,06:44:16,0,NA,0,0,12:00:00,06:42:18,1883.0,1500.0,1975.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-19 log.csv,a:/SN314219 2015-07-19.zca,2015-07-19,20:39:32,06:45:11,0,NA,0,0,12:00:00,06:41:31,1968.0,1825.0,1931.0
F:/2015 ZCA Files/SH_18/SH_18_NW_BAT_201/SN314219 2015-07-20 log.csv,a:/SN314219 2015-07-20.zca,2015-07-20,20:38:44,06:46:07,0,NA,0,0,12:00:00,06:45:42,1681.0,1350.0,1756.0
F:/2015 ZCA Files/SH_18/SH_18_SE_BAT_026/SN314204 2015-07-15 log.csv,a:/SN314204 2015-07-15.zca,2015-07-15,20:42:02,06:41:34,0,NA,0,0,12:10:42,06:38:58,2083.0,1925.0,2038.0
F:/2015 ZCA Files/SH_18/SH_18_SE_BAT_026/SN314204 2015-07-16 log.csv,a:/SN314204 2015-07-16.zca,2015-07-16,20:41:22,06:42:26,0,NA,0,0,12:00:00,06:38:20,1953.0,1725.0,1988.0
F:/2015 ZCA Files/SH_18/SH_18_SE_BAT_026/SN314204 2015-07-17 log.csv,a:/SN314204 2015-07-17.zca,2015-07-17,20:40:40,06:43:19,0,NA,0,0,12:00:00,06:42:37,1935.0,1675.0,1900.0
F:/2015 ZCA Files/SH_18/SH_18_SE_BAT_026/SN314204 2015-07-18 log.csv,a:/SN314204 2015-07-18.zca,2015-07-18,20:39:56,06:44:12,0,NA,0,0,12:00:00,06:41:55,1786.0,1475.0,1769.0
F:/2015 ZCA Files/SH_18/SH_18_SE_BAT_026/SN314204 2015-07-19 log.csv,a:/SN314204 2015-07-19.zca,2015-07-19,20:39:10,06:37:49,1,06:37:49,1,0,12:00:00,06:37:49,1956.0,1775.0,1881.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-15 log.csv,a:/SN314305 2015-07-15.zca,2015-07-15,20:41:54,06:41:35,0,NA,0,0,15:59:51,06:38:52,2005.0,1850.0,1950.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-16 log.csv,a:/SN314305 2015-07-16.zca,2015-07-16,20:41:14,06:42:27,0,NA,0,0,12:00:00,06:38:12,2129.0,1875.0,2188.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-17 log.csv,a:/SN314305 2015-07-17.zca,2015-07-17,20:40:31,06:43:19,0,NA,1,1,12:00:00,06:42:30,1868.0,1625.0,1800.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-18 log.csv,a:/SN314305 2015-07-18.zca,2015-07-18,20:39:47,20:39:46,0,NA,0,0,12:00:00,06:41:46,1887.0,1575.0,1925.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-18 log.csv,a:/SN314305 2015-07-18.zca,2015-07-18,20:39:47,06:44:13,0,NA,0,0,12:00:00,06:41:46,1875.0,1575.0,1925.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-19 log.csv,a:/SN314305 2015-07-19.zca,2015-07-19,20:39:01,06:45:07,0,NA,3,3,12:00:00,06:41:00,1885.0,1700.0,1781.0
F:/2015 ZCA Files/SH_18/SH_18_SW_BAT_004/SN314305 2015-07-20 log.csv,a:/SN314305 2015-07-20.zca,2015-07-20,20:38:13,06:46:03,0,NA,0,0,12:00:00,06:45:13,1681.0,1375.0,1731.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-06-27 log.csv,a:/SN314114 2015-06-27.zca,2015-06-27,20:59:56,06:41:35,0,NA,0,0,18:53:21,06:36:51,1598.0,1150.0,1669.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-06-28 log.csv,a:/SN314114 2015-06-28.zca,2015-06-28,20:59:54,06:42:01,0,NA,0,0,12:00:00,06:41:48,1574.0,1325.0,1625.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-06-29 log.csv,a:/SN314114 2015-06-29.zca,2015-06-29,20:59:50,06:42:30,0,NA,0,0,12:00:00,06:41:45,1739.0,1475.0,1688.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-06-30 log.csv,a:/SN314114 2015-06-30.zca,2015-06-30,20:59:45,06:43:00,0,NA,0,0,12:00:00,06:41:40,1977.0,1600.0,2031.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-07-01 log.csv,a:/SN314114 2015-07-01.zca,2015-07-01,20:59:36,06:43:32,0,NA,0,0,12:00:00,06:41:32,1888.0,1550.0,1925.0
F:/2015 ZCA Files/SH_19/SH_19_NE_N4/SN314114 2015-07-02 log.csv,a:/SN314114 2015-07-02.zca,2015-07-02,20:59:26,06:44:05,0,NA,0,0,12:00:00,06:41:20,1483.0,1175.0,1517.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-06-27 log.csv,a:/SN314138 2015-06-27.zca,2015-06-27,21:00:00,06:41:38,0,NA,0,0,17:19:44,06:36:54,1582.0,1225.0,1675.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-06-28 log.csv,a:/SN314138 2015-06-28.zca,2015-06-28,20:59:58,06:42:05,0,NA,0,0,12:00:00,08:30:08,1585.0,1350.0,1638.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-06-29 log.csv,a:/SN314138 2015-06-29.zca,2015-06-29,20:59:54,06:42:34,0,NA,0,0,12:00:00,06:41:48,1721.0,1450.0,1744.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-06-30 log.csv,a:/SN314138 2015-06-30.zca,2015-06-30,20:59:49,06:43:04,0,NA,0,0,12:00:00,06:41:44,1986.0,1625.0,2081.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-07-01 log.csv,a:/SN314138 2015-07-01.zca,2015-07-01,20:59:40,06:43:36,0,NA,0,0,12:00:00,06:41:32,1894.0,1525.0,1950.0
F:/2015 ZCA Files/SH_19/SH_19_NW_B3/SN314138 2015-07-02 log.csv,a:/SN314138 2015-07-02.zca,2015-07-02,20:59:30,06:44:09,0,NA,0,0,12:00:00,06:41:25,1526.0,1250.0,1600.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-06-27 log.csv,a:/SN314279 2015-06-27.zca,2015-06-27,20:59:55,06:41:34,0,NA,0,0,16:21:09,06:36:46,1590.0,1200.0,1694.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-06-28 log.csv,a:/SN314279 2015-06-28.zca,2015-06-28,20:59:53,06:42:01,0,NA,0,0,12:00:00,06:41:47,1575.0,1275.0,1669.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-06-29 log.csv,a:/SN314279 2015-06-29.zca,2015-06-29,20:59:49,06:42:29,0,NA,0,0,12:00:00,06:41:43,1745.0,1500.0,1800.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-06-30 log.csv,a:/SN314279 2015-06-30.zca,2015-06-30,20:59:43,06:42:59,0,NA,0,0,12:00:00,06:41:37,1986.0,1625.0,2100.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-07-01 log.csv,a:/SN314279 2015-07-01.zca,2015-07-01,20:59:35,06:43:31,0,NA,0,0,12:00:00,06:41:29,1867.0,1500.0,1962.0
F:/2015 ZCA Files/SH_19/SH_19_SE_K3/SN314279 2015-07-02 log.csv,a:/SN314279 2015-07-02.zca,2015-07-02,20:59:25,06:44:05,0,NA,0,0,12:00:00,06:41:20,1507.0,1200.0,1567.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-06-27 log.csv,a:/SN314091 2015-06-27.zca,2015-06-27,20:59:57,06:41:36,0,NA,0,0,19:22:38,06:36:51,1554.0,1175.0,1619.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-06-28 log.csv,a:/SN314091 2015-06-28.zca,2015-06-28,20:59:55,06:42:02,0,NA,0,0,12:00:00,06:41:48,1545.0,1275.0,1575.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-06-29 log.csv,a:/SN314091 2015-06-29.zca,2015-06-29,20:59:51,06:42:31,0,NA,0,0,12:00:00,06:41:45,1684.0,1400.0,1694.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-06-30 log.csv,a:/SN314091 2015-06-30.zca,2015-06-30,20:59:46,06:43:01,0,NA,0,0,12:00:00,06:41:40,1919.0,1550.0,1962.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-07-01 log.csv,a:/SN314091 2015-07-01.zca,2015-07-01,20:59:37,06:43:33,0,NA,0,0,12:00:00,06:41:31,1845.0,1475.0,1875.0
F:/2015 ZCA Files/SH_19/SH_19_SW_H4/SN314091 2015-07-02 log.csv,a:/SN314091 2015-07-02.zca,2015-07-02,20:59:27,06:44:07,0,NA,0,0,12:00:00,06:41:19,1475.0,1175.0,1525.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-19 log.csv,a:/SN314150 2015-06-19.zca,2015-06-19,20:48:40,06:36:48,0,NA,0,0,13:31:46,06:35:36,2274.0,1825.0,2294.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-20 log.csv,a:/SN314150 2015-06-20.zca,2015-06-20,20:48:57,06:36:59,0,NA,0,0,12:00:00,06:35:52,1947.0,1775.0,2031.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-21 log.csv,a:/SN314150 2015-06-21.zca,2015-06-21,20:49:09,06:37:13,0,NA,0,0,12:00:00,06:36:05,2273.0,2150.0,2150.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-22 log.csv,a:/SN314150 2015-06-22.zca,2015-06-22,20:49:20,06:37:28,0,NA,0,0,12:00:00,06:36:16,1507.0,1100.0,1631.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-23 log.csv,a:/SN314150 2015-06-23.zca,2015-06-23,20:49:29,06:37:46,0,NA,0,0,12:00:00,06:36:24,1619.0,1350.0,1675.0
F:/2015 ZCA Files/SH_4/SH_4_NE_988C/SN314150 2015-06-24 log.csv,a:/SN314150 2015-06-24.zca,2015-06-24,20:49:37,06:38:05,0,NA,0,0,12:00:00,06:36:32,1844.0,1625.0,1894.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-19 log.csv,a:/SN314226 2015-06-19.zca,2015-06-19,20:48:58,06:36:48,0,NA,0,0,16:00:19,06:35:53,2103.0,1650.0,2181.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-20 log.csv,a:/SN314226 2015-06-20.zca,2015-06-20,20:49:13,06:37:00,0,NA,0,0,12:00:00,06:36:06,1808.0,1600.0,1881.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-21 log.csv,a:/SN314226 2015-06-21.zca,2015-06-21,20:49:27,06:37:13,0,NA,0,0,12:00:00,06:36:23,2094.0,1950.0,2019.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-22 log.csv,a:/SN314226 2015-06-22.zca,2015-06-22,20:49:38,06:37:29,0,NA,0,0,12:00:00,06:36:33,1193.0,850.0,1250.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-23 log.csv,a:/SN314226 2015-06-23.zca,2015-06-23,20:49:47,06:37:46,0,NA,0,0,12:00:00,06:36:41,1499.0,1200.0,1562.0
F:/2015 ZCA Files/SH_4/SH_4_NW_K2/SN314226 2015-06-24 log.csv,a:/SN314226 2015-06-24.zca,2015-06-24,20:49:54,06:38:05,0,NA,0,0,12:00:00,06:36:50,1712.0,1450.0,1738.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-19 log.csv,a:/SN314279 2015-06-19.zca,2015-06-19,20:48:29,06:36:51,0,NA,0,0,14:39:31,06:35:26,2125.0,1675.0,2206.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-20 log.csv,a:/SN314279 2015-06-20.zca,2015-06-20,20:48:44,20:48:43,0,NA,0,0,12:00:00,06:35:39,1802.0,1625.0,1838.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-20 log.csv,a:/SN314279 2015-06-20.zca,2015-06-20,20:48:44,06:37:02,0,NA,0,0,12:00:00,06:35:39,1790.0,1625.0,1838.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-21 log.csv,a:/SN314279 2015-06-21.zca,2015-06-21,20:48:57,20:48:56,0,NA,0,0,12:00:00,06:35:53,2159.0,1975.0,2031.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-21 log.csv,a:/SN314279 2015-06-21.zca,2015-06-21,20:48:57,06:37:16,0,NA,0,0,12:00:00,06:35:53,2153.0,1975.0,2031.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-22 log.csv,a:/SN314279 2015-06-22.zca,2015-06-22,20:49:09,06:37:31,0,NA,0,0,12:00:00,06:36:05,1323.0,1e3,1406.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-23 log.csv,a:/SN314279 2015-06-23.zca,2015-06-23,20:49:18,06:37:49,0,NA,0,0,12:00:00,06:36:14,1495.0,1250.0,1600.0
F:/2015 ZCA Files/SH_4/SH_4_SE_BAT_011/SN314279 2015-06-24 log.csv,a:/SN314279 2015-06-24.zca,2015-06-24,20:49:25,06:38:08,0,NA,0,0,12:00:00,06:36:20,1738.0,1475.0,1788.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-19 log.csv,a:/SN314138 2015-06-19.zca,2015-06-19,20:48:50,06:36:58,0,NA,0,0,15:12:16,06:35:45,2258.0,1750.0,2325.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-20 log.csv,a:/SN314138 2015-06-20.zca,2015-06-20,20:49:05,06:37:10,0,NA,0,0,12:00:00,06:36:01,1950.0,1775.0,1981.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-21 log.csv,a:/SN314138 2015-06-21.zca,2015-06-21,20:49:18,06:37:23,0,NA,0,0,12:00:00,06:36:14,2291.0,2125.0,2188.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-22 log.csv,a:/SN314138 2015-06-22.zca,2015-06-22,20:49:30,06:37:39,0,NA,0,0,12:00:00,06:36:26,1511.0,1200.0,1644.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-23 log.csv,a:/SN314138 2015-06-23.zca,2015-06-23,20:49:39,06:37:56,0,NA,0,0,12:00:00,06:36:34,1637.0,1400.0,1700.0
F:/2015 ZCA Files/SH_4/SH_4_SW_D3/SN314138 2015-06-24 log.csv,a:/SN314138 2015-06-24.zca,2015-06-24,20:49:46,06:38:15,0,NA,0,0,12:00:00,06:36:42,1905.0,1550.0,2044.0
F:/2015 ZCA Files/SH_5/SH_5_NE_K3/SN314105 2015-07-08 log.csv,a:/SN314105 2015-07-08.zca,2015-07-08,20:45:15,06:42:13,0,NA,0,0,17:13:21,06:42:12,1528.0,1475.0,1500.0
F:/2015 ZCA Files/SH_5/SH_5_NE_K3/SN314105 2015-07-09 log.csv,a:/SN314105 2015-07-09.zca,2015-07-09,20:44:50,06:42:55,0,NA,0,0,12:00:00,06:41:47,1748.0,1600.0,1731.0
F:/2015 ZCA Files/SH_5/SH_5_NE_K3/SN314105 2015-07-10 log.csv,a:/SN314105 2015-07-10.zca,2015-07-10,20:44:24,06:43:39,0,NA,0,0,12:00:00,06:41:21,2053.0,1775.0,2125.0
F:/2015 ZCA Files/SH_5/SH_5_NE_K3/SN314105 2015-07-11 log.csv,a:/SN314105 2015-07-11.zca,2015-07-11,20:43:56,06:44:24,0,NA,0,0,12:00:00,06:40:53,2163.0,1850.0,2262.0
